date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Revenue,,
01-Jul-21,Chhattisgarh,4-Wheelers,12,4916,"₹ 7,37,40,00,000.00",,
01-Jul-21,Delhi,4-Wheelers,131,15033,"₹ 22,54,95,00,000.00",,
01-Jul-21,Goa,4-Wheelers,10,982,"₹ 1,47,30,00,000.00",,
01-Jul-21,Gujarat,4-Wheelers,53,23792,"₹ 35,68,80,00,000.00",,
01-Jul-21,Haryana,4-Wheelers,6,14524,"₹ 21,78,60,00,000.00",,
01-Jul-21,Himachal Pradesh,4-Wheelers,2,3811,"₹ 5,71,65,00,000.00",,
01-Jul-21,Jharkhand,4-Wheelers,4,5020,"₹ 7,53,00,00,000.00",,
01-Jul-21,Karnataka,4-Wheelers,196,21640,"₹ 32,46,00,00,000.00",,
01-Jul-21,Kerala,4-Wheelers,139,18406,"₹ 27,60,90,00,000.00",,
01-Jul-21,Madhya Pradesh,4-Wheelers,17,14581,"₹ 21,87,15,00,000.00",,
01-Jul-21,Maharashtra,4-Wheelers,286,38063,"₹ 57,09,45,00,000.00",,
01-Jul-21,Odisha,4-Wheelers,3,5552,"₹ 8,32,80,00,000.00",,
01-Jul-21,Punjab,4-Wheelers,3,9328,"₹ 13,99,20,00,000.00",,
01-Jul-21,Rajasthan,4-Wheelers,52,14374,"₹ 21,56,10,00,000.00",,
01-Jul-21,Tamil Nadu,4-Wheelers,88,20857,"₹ 31,28,55,00,000.00",,
01-Jul-21,Uttar Pradesh,4-Wheelers,8,27999,"₹ 41,99,85,00,000.00",,
01-Jul-21,Uttarakhand,4-Wheelers,11,4182,"₹ 6,27,30,00,000.00",,
01-Jul-21,West Bengal,4-Wheelers,37,8919,"₹ 13,37,85,00,000.00",,
01-Aug-21,Andhra Pradesh,4-Wheelers,78,8245,"₹ 12,36,75,00,000.00",,
01-Aug-21,Assam,4-Wheelers,2,6447,"₹ 9,67,05,00,000.00",,
01-Aug-21,Bihar,4-Wheelers,7,5724,"₹ 8,58,60,00,000.00",,
01-Aug-21,Chandigarh,4-Wheelers,9,1845,"₹ 2,76,75,00,000.00",,
01-Aug-21,Chhattisgarh,4-Wheelers,11,4350,"₹ 6,52,50,00,000.00",,
01-Aug-21,Delhi,4-Wheelers,157,13177,"₹ 19,76,55,00,000.00",,
01-Aug-21,Goa,4-Wheelers,19,1439,"₹ 2,15,85,00,000.00",,
01-Aug-21,Gujarat,4-Wheelers,83,20394,"₹ 30,59,10,00,000.00",,
01-Aug-21,Haryana,4-Wheelers,3,16027,"₹ 24,04,05,00,000.00",,
01-Aug-21,Jharkhand,4-Wheelers,3,5113,"₹ 7,66,95,00,000.00",,
01-Aug-21,Karnataka,4-Wheelers,137,21975,"₹ 32,96,25,00,000.00",,
01-Aug-21,Kerala,4-Wheelers,183,22813,"₹ 34,21,95,00,000.00",,
01-Aug-21,Madhya Pradesh,4-Wheelers,26,12758,"₹ 19,13,70,00,000.00",,
01-Aug-21,Maharashtra,4-Wheelers,197,35127,"₹ 52,69,05,00,000.00",,
01-Aug-21,Odisha,4-Wheelers,4,5453,"₹ 8,17,95,00,000.00",,
01-Aug-21,Punjab,4-Wheelers,4,9209,"₹ 13,81,35,00,000.00",,
01-Aug-21,Rajasthan,4-Wheelers,53,11454,"₹ 17,18,10,00,000.00",,
01-Aug-21,Tamil Nadu,4-Wheelers,88,20865,"₹ 31,29,75,00,000.00",,
01-Aug-21,Uttar Pradesh,4-Wheelers,3,24012,"₹ 36,01,80,00,000.00",,
01-Aug-21,Uttarakhand,4-Wheelers,6,3760,"₹ 5,64,00,00,000.00",,
01-Aug-21,West Bengal,4-Wheelers,28,9198,"₹ 13,79,70,00,000.00",,
01-Sep-21,Andhra Pradesh,4-Wheelers,39,7952,"₹ 11,92,80,00,000.00",,
01-Sep-21,Bihar,4-Wheelers,4,4339,"₹ 6,50,85,00,000.00",,
01-Sep-21,Chandigarh,4-Wheelers,20,1607,"₹ 2,41,05,00,000.00",,
01-Sep-21,Chhattisgarh,4-Wheelers,12,3650,"₹ 5,47,50,00,000.00",,
01-Sep-21,Delhi,4-Wheelers,265,9181,"₹ 13,77,15,00,000.00",,
01-Sep-21,Goa,4-Wheelers,34,1277,"₹ 1,91,55,00,000.00",,
01-Sep-21,Gujarat,4-Wheelers,131,24797,"₹ 37,19,55,00,000.00",,
01-Sep-21,Haryana,4-Wheelers,7,14879,"₹ 22,31,85,00,000.00",,
01-Sep-21,Jharkhand,4-Wheelers,12,3892,"₹ 5,83,80,00,000.00",,
01-Sep-21,Karnataka,4-Wheelers,227,21407,"₹ 32,11,05,00,000.00",,
01-Sep-21,Kerala,4-Wheelers,164,22063,"₹ 33,09,45,00,000.00",,
01-Sep-21,Madhya Pradesh,4-Wheelers,23,11756,"₹ 17,63,40,00,000.00",,
01-Sep-21,Maharashtra,4-Wheelers,148,27900,"₹ 41,85,00,00,000.00",,
01-Sep-21,Odisha,4-Wheelers,2,4865,"₹ 7,29,75,00,000.00",,
01-Sep-21,Puducherry,4-Wheelers,2,640,"₹ 96,00,00,000.00",,
01-Sep-21,Punjab,4-Wheelers,3,7521,"₹ 11,28,15,00,000.00",,
01-Sep-21,Rajasthan,4-Wheelers,69,11035,"₹ 16,55,25,00,000.00",,
01-Sep-21,Tamil Nadu,4-Wheelers,107,18823,"₹ 28,23,45,00,000.00",,
01-Sep-21,Uttar Pradesh,4-Wheelers,4,23510,"₹ 35,26,50,00,000.00",,
01-Sep-21,Uttarakhand,4-Wheelers,10,3171,"₹ 4,75,65,00,000.00",,
01-Sep-21,West Bengal,4-Wheelers,34,9437,"₹ 14,15,55,00,000.00",,
01-Oct-21,Andhra Pradesh,4-Wheelers,37,7366,"₹ 11,04,90,00,000.00",,
01-Oct-21,Bihar,4-Wheelers,7,5838,"₹ 8,75,70,00,000.00",,
01-Oct-21,Chandigarh,4-Wheelers,12,1816,"₹ 2,72,40,00,000.00",,
01-Oct-21,Chhattisgarh,4-Wheelers,11,5255,"₹ 7,88,25,00,000.00",,
01-Oct-21,Delhi,4-Wheelers,253,12876,"₹ 19,31,40,00,000.00",,
01-Oct-21,Goa,4-Wheelers,28,1165,"₹ 1,74,75,00,000.00",,
01-Oct-21,Gujarat,4-Wheelers,104,23184,"₹ 34,77,60,00,000.00",,
01-Oct-21,Haryana,4-Wheelers,8,11634,"₹ 17,45,10,00,000.00",,
01-Oct-21,Jammu and Kashmir,4-Wheelers,2,4205,"₹ 6,30,75,00,000.00",,
01-Oct-21,Jharkhand,4-Wheelers,5,4806,"₹ 7,20,90,00,000.00",,
01-Oct-21,Karnataka,4-Wheelers,163,18505,"₹ 27,75,75,00,000.00",,
01-Oct-21,Kerala,4-Wheelers,158,14562,"₹ 21,84,30,00,000.00",,
01-Oct-21,Madhya Pradesh,4-Wheelers,20,9554,"₹ 14,33,10,00,000.00",,
01-Oct-21,Maharashtra,4-Wheelers,298,33771,"₹ 50,65,65,00,000.00",,
01-Oct-21,Odisha,4-Wheelers,2,5830,"₹ 8,74,50,00,000.00",,
01-Oct-21,Punjab,4-Wheelers,5,8523,"₹ 12,78,45,00,000.00",,
01-Oct-21,Rajasthan,4-Wheelers,86,12823,"₹ 19,23,45,00,000.00",,
01-Oct-21,Tamil Nadu,4-Wheelers,119,14796,"₹ 22,19,40,00,000.00",,
01-Oct-21,Uttar Pradesh,4-Wheelers,10,23095,"₹ 34,64,25,00,000.00",,
01-Oct-21,Uttarakhand,4-Wheelers,13,3523,"₹ 5,28,45,00,000.00",,
01-Oct-21,West Bengal,4-Wheelers,33,7120,"₹ 10,68,00,00,000.00",,
01-Nov-21,Andhra Pradesh,4-Wheelers,34,7374,"₹ 11,06,10,00,000.00",,
01-Nov-21,Bihar,4-Wheelers,11,6992,"₹ 10,48,80,00,000.00",,
01-Nov-21,Chandigarh,4-Wheelers,16,1919,"₹ 2,87,85,00,000.00",,
01-Nov-21,Chhattisgarh,4-Wheelers,14,4824,"₹ 7,23,60,00,000.00",,
01-Nov-21,Delhi,4-Wheelers,185,11782,"₹ 17,67,30,00,000.00",,
01-Nov-21,Goa,4-Wheelers,20,1293,"₹ 1,93,95,00,000.00",,
01-Nov-21,Gujarat,4-Wheelers,121,22396,"₹ 33,59,40,00,000.00",,
01-Nov-21,Haryana,4-Wheelers,13,16035,"₹ 24,05,25,00,000.00",,
01-Nov-21,Jharkhand,4-Wheelers,8,5320,"₹ 7,98,00,00,000.00",,
01-Nov-21,Karnataka,4-Wheelers,153,17247,"₹ 25,87,05,00,000.00",,
01-Nov-21,Kerala,4-Wheelers,214,15244,"₹ 22,86,60,00,000.00",,
01-Nov-21,Madhya Pradesh,4-Wheelers,31,12871,"₹ 19,30,65,00,000.00",,
01-Nov-21,Maharashtra,4-Wheelers,515,28322,"₹ 42,48,30,00,000.00",,
01-Nov-21,Odisha,4-Wheelers,18,5095,"₹ 7,64,25,00,000.00",,
01-Nov-21,Punjab,4-Wheelers,3,9015,"₹ 13,52,25,00,000.00",,
01-Nov-21,Rajasthan,4-Wheelers,79,16115,"₹ 24,17,25,00,000.00",,
01-Nov-21,Tamil Nadu,4-Wheelers,108,15533,"₹ 23,29,95,00,000.00",,
01-Nov-21,Uttar Pradesh,4-Wheelers,10,29608,"₹ 44,41,20,00,000.00",,
01-Nov-21,Uttarakhand,4-Wheelers,12,3954,"₹ 5,93,10,00,000.00",,
01-Nov-21,West Bengal,4-Wheelers,59,8836,"₹ 13,25,40,00,000.00",,
01-Dec-21,Andhra Pradesh,4-Wheelers,31,6314,"₹ 9,47,10,00,000.00",,
01-Dec-21,Assam,4-Wheelers,3,6737,"₹ 10,10,55,00,000.00",,
01-Dec-21,Bihar,4-Wheelers,7,5031,"₹ 7,54,65,00,000.00",,
01-Dec-21,Chandigarh,4-Wheelers,12,1985,"₹ 2,97,75,00,000.00",,
01-Dec-21,Chhattisgarh,4-Wheelers,5,3651,"₹ 5,47,65,00,000.00",,
01-Dec-21,Delhi,4-Wheelers,277,12633,"₹ 18,94,95,00,000.00",,
01-Dec-21,Goa,4-Wheelers,19,1306,"₹ 1,95,90,00,000.00",,
01-Dec-21,Gujarat,4-Wheelers,163,24277,"₹ 36,41,55,00,000.00",,
01-Dec-21,Haryana,4-Wheelers,11,16015,"₹ 24,02,25,00,000.00",,
01-Dec-21,Jharkhand,4-Wheelers,3,4258,"₹ 6,38,70,00,000.00",,
01-Dec-21,Karnataka,4-Wheelers,153,16243,"₹ 24,36,45,00,000.00",,
01-Dec-21,Kerala,4-Wheelers,186,16994,"₹ 25,49,10,00,000.00",,
01-Dec-21,Madhya Pradesh,4-Wheelers,30,11820,"₹ 17,73,00,00,000.00",,
01-Dec-21,Maharashtra,4-Wheelers,1392,29346,"₹ 44,01,90,00,000.00",,
01-Dec-21,Odisha,4-Wheelers,20,4634,"₹ 6,95,10,00,000.00",,
01-Dec-21,Puducherry,4-Wheelers,2,608,"₹ 91,20,00,000.00",,
01-Dec-21,Punjab,4-Wheelers,6,10624,"₹ 15,93,60,00,000.00",,
01-Dec-21,Rajasthan,4-Wheelers,73,12739,"₹ 19,10,85,00,000.00",,
01-Dec-21,Tamil Nadu,4-Wheelers,121,17001,"₹ 25,50,15,00,000.00",,
01-Dec-21,Uttar Pradesh,4-Wheelers,21,33774,"₹ 50,66,10,00,000.00",,
01-Dec-21,Uttarakhand,4-Wheelers,38,4270,"₹ 6,40,50,00,000.00",,
01-Dec-21,West Bengal,4-Wheelers,39,8452,"₹ 12,67,80,00,000.00",,
01-Jan-22,Andhra Pradesh,4-Wheelers,29,8418,"₹ 12,62,70,00,000.00",,
01-Jan-22,Bihar,4-Wheelers,10,5538,"₹ 8,30,70,00,000.00",,
01-Jan-22,Chandigarh,4-Wheelers,7,1519,"₹ 2,27,85,00,000.00",,
01-Jan-22,Chhattisgarh,4-Wheelers,11,4667,"₹ 7,00,05,00,000.00",,
01-Jan-22,Delhi,4-Wheelers,282,13659,"₹ 20,48,85,00,000.00",,
01-Jan-22,Goa,4-Wheelers,26,1185,"₹ 1,77,75,00,000.00",,
01-Jan-22,Gujarat,4-Wheelers,97,21963,"₹ 32,94,45,00,000.00",,
01-Jan-22,Haryana,4-Wheelers,26,17633,"₹ 26,44,95,00,000.00",,
01-Jan-22,Himachal Pradesh,4-Wheelers,3,3090,"₹ 4,63,50,00,000.00",,
01-Jan-22,Jharkhand,4-Wheelers,5,4345,"₹ 6,51,75,00,000.00",,
01-Jan-22,Karnataka,4-Wheelers,209,21967,"₹ 32,95,05,00,000.00",,
01-Jan-22,Kerala,4-Wheelers,212,17441,"₹ 26,16,15,00,000.00",,
01-Jan-22,Madhya Pradesh,4-Wheelers,25,11325,"₹ 16,98,75,00,000.00",,
01-Jan-22,Maharashtra,4-Wheelers,263,35772,"₹ 53,65,80,00,000.00",,
01-Jan-22,Odisha,4-Wheelers,27,5876,"₹ 8,81,40,00,000.00",,
01-Jan-22,Punjab,4-Wheelers,7,9792,"₹ 14,68,80,00,000.00",,
01-Jan-22,Rajasthan,4-Wheelers,92,13658,"₹ 20,48,70,00,000.00",,
01-Jan-22,Tamil Nadu,4-Wheelers,121,20494,"₹ 30,74,10,00,000.00",,
01-Jan-22,Uttar Pradesh,4-Wheelers,14,32561,"₹ 48,84,15,00,000.00",,
01-Jan-22,Uttarakhand,4-Wheelers,30,4241,"₹ 6,36,15,00,000.00",,
01-Jan-22,West Bengal,4-Wheelers,54,7968,"₹ 11,95,20,00,000.00",,
01-Feb-22,Andhra Pradesh,4-Wheelers,43,6361,"₹ 9,54,15,00,000.00",,
01-Feb-22,Assam,4-Wheelers,3,6152,"₹ 9,22,80,00,000.00",,
01-Feb-22,Bihar,4-Wheelers,8,5658,"₹ 8,48,70,00,000.00",,
01-Feb-22,Chandigarh,4-Wheelers,11,1941,"₹ 2,91,15,00,000.00",,
01-Feb-22,Chhattisgarh,4-Wheelers,20,3922,"₹ 5,88,30,00,000.00",,
01-Feb-22,Delhi,4-Wheelers,298,12608,"₹ 18,91,20,00,000.00",,
01-Feb-22,Goa,4-Wheelers,62,1160,"₹ 1,74,00,00,000.00",,
01-Feb-22,Gujarat,4-Wheelers,128,24012,"₹ 36,01,80,00,000.00",,
01-Feb-22,Haryana,4-Wheelers,28,16353,"₹ 24,52,95,00,000.00",,
01-Feb-22,Himachal Pradesh,4-Wheelers,5,3616,"₹ 5,42,40,00,000.00",,
01-Feb-22,Jammu and Kashmir,4-Wheelers,7,4679,"₹ 7,01,85,00,000.00",,
01-Feb-22,Jharkhand,4-Wheelers,4,4335,"₹ 6,50,25,00,000.00",,
01-Feb-22,Karnataka,4-Wheelers,202,17561,"₹ 26,34,15,00,000.00",,
01-Feb-22,Kerala,4-Wheelers,327,14575,"₹ 21,86,25,00,000.00",,
01-Feb-22,Madhya Pradesh,4-Wheelers,22,11274,"₹ 16,91,10,00,000.00",,
01-Feb-22,Maharashtra,4-Wheelers,905,31805,"₹ 47,70,75,00,000.00",,
01-Feb-22,Odisha,4-Wheelers,27,5023,"₹ 7,53,45,00,000.00",,
01-Feb-22,Punjab,4-Wheelers,5,9464,"₹ 14,19,60,00,000.00",,
01-Feb-22,Rajasthan,4-Wheelers,116,14811,"₹ 22,21,65,00,000.00",,
01-Feb-22,Tamil Nadu,4-Wheelers,135,16711,"₹ 25,06,65,00,000.00",,
01-Feb-22,Uttar Pradesh,4-Wheelers,22,28479,"₹ 42,71,85,00,000.00",,
01-Feb-22,Uttarakhand,4-Wheelers,24,3820,"₹ 5,73,00,00,000.00",,
01-Feb-22,West Bengal,4-Wheelers,45,7395,"₹ 11,09,25,00,000.00",,
01-Mar-22,Andaman & Nicobar Island,4-Wheelers,2,108,"₹ 16,20,00,000.00",,
01-Mar-22,Andhra Pradesh,4-Wheelers,55,7288,"₹ 10,93,20,00,000.00",,
01-Mar-22,Assam,4-Wheelers,2,7281,"₹ 10,92,15,00,000.00",,
01-Mar-22,Bihar,4-Wheelers,12,6694,"₹ 10,04,10,00,000.00",,
01-Mar-22,Chandigarh,4-Wheelers,14,2279,"₹ 3,41,85,00,000.00",,
01-Mar-22,Chhattisgarh,4-Wheelers,19,4200,"₹ 6,30,00,00,000.00",,
01-Mar-22,Delhi,4-Wheelers,220,13385,"₹ 20,07,75,00,000.00",,
01-Mar-22,Goa,4-Wheelers,91,1474,"₹ 2,21,10,00,000.00",,
01-Mar-22,Gujarat,4-Wheelers,249,26077,"₹ 39,11,55,00,000.00",,
01-Mar-22,Haryana,4-Wheelers,13,18621,"₹ 27,93,15,00,000.00",,
01-Mar-22,Himachal Pradesh,4-Wheelers,3,3371,"₹ 5,05,65,00,000.00",,
01-Mar-22,Jammu and Kashmir,4-Wheelers,4,4854,"₹ 7,28,10,00,000.00",,
01-Mar-22,Jharkhand,4-Wheelers,5,5062,"₹ 7,59,30,00,000.00",,
01-Mar-22,Karnataka,4-Wheelers,230,22167,"₹ 33,25,05,00,000.00",,
01-Mar-22,Kerala,4-Wheelers,331,16628,"₹ 24,94,20,00,000.00",,
01-Mar-22,Madhya Pradesh,4-Wheelers,35,11616,"₹ 17,42,40,00,000.00",,
01-Mar-22,Maharashtra,4-Wheelers,2060,39762,"₹ 59,64,30,00,000.00",,
01-Mar-22,Odisha,4-Wheelers,31,6098,"₹ 9,14,70,00,000.00",,
01-Mar-22,Puducherry,4-Wheelers,3,817,"₹ 1,22,55,00,000.00",,
01-Mar-22,Punjab,4-Wheelers,4,10836,"₹ 16,25,40,00,000.00",,
01-Mar-22,Rajasthan,4-Wheelers,89,13751,"₹ 20,62,65,00,000.00",,
01-Mar-22,Tamil Nadu,4-Wheelers,168,20604,"₹ 30,90,60,00,000.00",,
01-Mar-22,Uttar Pradesh,4-Wheelers,18,29324,"₹ 43,98,60,00,000.00",,
01-Mar-22,Uttarakhand,4-Wheelers,20,4026,"₹ 6,03,90,00,000.00",,
01-Mar-22,West Bengal,4-Wheelers,41,8539,"₹ 12,80,85,00,000.00",,
01-Apr-22,Andhra Pradesh,4-Wheelers,54,7195,"₹ 10,79,25,00,000.00",,
01-Apr-22,Assam,4-Wheelers,2,6354,"₹ 9,53,10,00,000.00",,
01-Apr-22,Bihar,4-Wheelers,8,5981,"₹ 8,97,15,00,000.00",,
01-Apr-22,Chandigarh,4-Wheelers,12,2167,"₹ 3,25,05,00,000.00",,
01-Apr-22,Chhattisgarh,4-Wheelers,20,4861,"₹ 7,29,15,00,000.00",,
01-Apr-22,Delhi,4-Wheelers,566,15811,"₹ 23,71,65,00,000.00",,
01-Apr-22,Goa,4-Wheelers,31,1390,"₹ 2,08,50,00,000.00",,
01-Apr-22,Gujarat,4-Wheelers,171,26534,"₹ 39,80,10,00,000.00",,
01-Apr-22,Haryana,4-Wheelers,11,16721,"₹ 25,08,15,00,000.00",,
01-Apr-22,Himachal Pradesh,4-Wheelers,4,3140,"₹ 4,71,00,00,000.00",,
01-Apr-22,Jammu and Kashmir,4-Wheelers,3,4468,"₹ 6,70,20,00,000.00",,
01-Apr-22,Jharkhand,4-Wheelers,9,4564,"₹ 6,84,60,00,000.00",,
01-Apr-22,Karnataka,4-Wheelers,311,24129,"₹ 36,19,35,00,000.00",,
01-Apr-22,Kerala,4-Wheelers,275,16142,"₹ 24,21,30,00,000.00",,
01-Apr-22,Madhya Pradesh,4-Wheelers,37,11896,"₹ 17,84,40,00,000.00",,
01-Apr-22,Maharashtra,4-Wheelers,354,32449,"₹ 48,67,35,00,000.00",,
01-Apr-22,Odisha,4-Wheelers,31,5448,"₹ 8,17,20,00,000.00",,
01-Apr-22,Puducherry,4-Wheelers,2,702,"₹ 1,05,30,00,000.00",,
01-Apr-22,Punjab,4-Wheelers,3,10147,"₹ 15,22,05,00,000.00",,
01-Apr-22,Rajasthan,4-Wheelers,87,15176,"₹ 22,76,40,00,000.00",,
01-Apr-22,Tamil Nadu,4-Wheelers,154,17499,"₹ 26,24,85,00,000.00",,
01-Apr-22,Uttar Pradesh,4-Wheelers,11,32173,"₹ 48,25,95,00,000.00",,
01-Apr-22,Uttarakhand,4-Wheelers,49,4116,"₹ 6,17,40,00,000.00",,
01-Apr-22,West Bengal,4-Wheelers,40,8560,"₹ 12,84,00,00,000.00",,
01-May-22,Andhra Pradesh,4-Wheelers,59,6927,"₹ 10,39,05,00,000.00",,
01-May-22,Assam,4-Wheelers,7,6761,"₹ 10,14,15,00,000.00",,
01-May-22,Bihar,4-Wheelers,12,6495,"₹ 9,74,25,00,000.00",,
01-May-22,Chandigarh,4-Wheelers,20,2248,"₹ 3,37,20,00,000.00",,
01-May-22,Chhattisgarh,4-Wheelers,24,4397,"₹ 6,59,55,00,000.00",,
01-May-22,Delhi,4-Wheelers,750,15194,"₹ 22,79,10,00,000.00",,
01-May-22,Goa,4-Wheelers,51,1360,"₹ 2,04,00,00,000.00",,
01-May-22,Gujarat,4-Wheelers,163,23174,"₹ 34,76,10,00,000.00",,
01-May-22,Haryana,4-Wheelers,31,18343,"₹ 27,51,45,00,000.00",,
01-May-22,Himachal Pradesh,4-Wheelers,3,3778,"₹ 5,66,70,00,000.00",,
01-May-22,Jammu and Kashmir,4-Wheelers,2,4775,"₹ 7,16,25,00,000.00",,
01-May-22,Jharkhand,4-Wheelers,3,4306,"₹ 6,45,90,00,000.00",,
01-May-22,Karnataka,4-Wheelers,241,20924,"₹ 31,38,60,00,000.00",,
01-May-22,Kerala,4-Wheelers,258,15706,"₹ 23,55,90,00,000.00",,
01-May-22,Madhya Pradesh,4-Wheelers,43,14017,"₹ 21,02,55,00,000.00",,
01-May-22,Maharashtra,4-Wheelers,794,34222,"₹ 51,33,30,00,000.00",,
01-May-22,Meghalaya,4-Wheelers,3,1051,"₹ 1,57,65,00,000.00",,
01-May-22,Odisha,4-Wheelers,40,5583,"₹ 8,37,45,00,000.00",,
01-May-22,Puducherry,4-Wheelers,2,726,"₹ 1,08,90,00,000.00",,
01-May-22,Punjab,4-Wheelers,2,9843,"₹ 14,76,45,00,000.00",,
01-May-22,Rajasthan,4-Wheelers,124,17047,"₹ 25,57,05,00,000.00",,
01-May-22,Tamil Nadu,4-Wheelers,202,19368,"₹ 29,05,20,00,000.00",,
01-May-22,Uttar Pradesh,4-Wheelers,26,30695,"₹ 46,04,25,00,000.00",,
01-May-22,Uttarakhand,4-Wheelers,22,3948,"₹ 5,92,20,00,000.00",,
01-May-22,West Bengal,4-Wheelers,76,8341,"₹ 12,51,15,00,000.00",,
01-Jun-22,Andhra Pradesh,4-Wheelers,47,6652,"₹ 9,97,80,00,000.00",,
01-Jun-22,Assam,4-Wheelers,9,5825,"₹ 8,73,75,00,000.00",,
01-Jun-22,Bihar,4-Wheelers,16,5543,"₹ 8,31,45,00,000.00",,
01-Jun-22,Chandigarh,4-Wheelers,19,1993,"₹ 2,98,95,00,000.00",,
01-Jun-22,Chhattisgarh,4-Wheelers,32,3933,"₹ 5,89,95,00,000.00",,
01-Jun-22,DNH and DD,4-Wheelers,4,369,"₹ 55,35,00,000.00",,
01-Jun-22,Delhi,4-Wheelers,267,14908,"₹ 22,36,20,00,000.00",,
01-Jun-22,Goa,4-Wheelers,74,1342,"₹ 2,01,30,00,000.00",,
01-Jun-22,Gujarat,4-Wheelers,337,26192,"₹ 39,28,80,00,000.00",,
01-Jun-22,Haryana,4-Wheelers,26,17365,"₹ 26,04,75,00,000.00",,
01-Jun-22,Himachal Pradesh,4-Wheelers,2,3457,"₹ 5,18,55,00,000.00",,
01-Jun-22,Jammu and Kashmir,4-Wheelers,4,4239,"₹ 6,35,85,00,000.00",,
01-Jun-22,Jharkhand,4-Wheelers,19,4097,"₹ 6,14,55,00,000.00",,
01-Jun-22,Karnataka,4-Wheelers,359,22817,"₹ 34,22,55,00,000.00",,
01-Jun-22,Kerala,4-Wheelers,345,16486,"₹ 24,72,90,00,000.00",,
01-Jun-22,Madhya Pradesh,4-Wheelers,42,12480,"₹ 18,72,00,00,000.00",,
01-Jun-22,Maharashtra,4-Wheelers,1082,35587,"₹ 53,38,05,00,000.00",,
01-Jun-22,Odisha,4-Wheelers,32,5778,"₹ 8,66,70,00,000.00",,
01-Jun-22,Puducherry,4-Wheelers,9,808,"₹ 1,21,20,00,000.00",,
01-Jun-22,Punjab,4-Wheelers,3,9388,"₹ 14,08,20,00,000.00",,
01-Jun-22,Rajasthan,4-Wheelers,136,13559,"₹ 20,33,85,00,000.00",,
01-Jun-22,Tamil Nadu,4-Wheelers,199,20592,"₹ 30,88,80,00,000.00",,
01-Jun-22,Uttar Pradesh,4-Wheelers,17,27820,"₹ 41,73,00,00,000.00",,
01-Jun-22,Uttarakhand,4-Wheelers,38,3959,"₹ 5,93,85,00,000.00",,
01-Jun-22,West Bengal,4-Wheelers,91,8407,"₹ 12,61,05,00,000.00",,
01-Jul-22,Andhra Pradesh,4-Wheelers,63,6757,"₹ 10,13,55,00,000.00",,
01-Jul-22,Assam,4-Wheelers,11,6769,"₹ 10,15,35,00,000.00",,
01-Jul-22,Bihar,4-Wheelers,10,5215,"₹ 7,82,25,00,000.00",,
01-Jul-22,Chandigarh,4-Wheelers,21,2709,"₹ 4,06,35,00,000.00",,
01-Jul-22,Chhattisgarh,4-Wheelers,29,4394,"₹ 6,59,10,00,000.00",,
01-Jul-22,Delhi,4-Wheelers,438,16056,"₹ 24,08,40,00,000.00",,
01-Jul-22,Goa,4-Wheelers,107,1545,"₹ 2,31,75,00,000.00",,
01-Jul-22,Gujarat,4-Wheelers,308,24735,"₹ 37,10,25,00,000.00",,
01-Jul-22,Haryana,4-Wheelers,135,17539,"₹ 26,30,85,00,000.00",,
01-Jul-22,Himachal Pradesh,4-Wheelers,6,3618,"₹ 5,42,70,00,000.00",,
01-Jul-22,Jammu and Kashmir,4-Wheelers,9,4577,"₹ 6,86,55,00,000.00",,
01-Jul-22,Jharkhand,4-Wheelers,7,4187,"₹ 6,28,05,00,000.00",,
01-Jul-22,Karnataka,4-Wheelers,358,19322,"₹ 28,98,30,00,000.00",,
01-Jul-22,Kerala,4-Wheelers,292,14993,"₹ 22,48,95,00,000.00",,
01-Jul-22,Madhya Pradesh,4-Wheelers,45,11437,"₹ 17,15,55,00,000.00",,
01-Jul-22,Maharashtra,4-Wheelers,1098,35100,"₹ 52,65,00,00,000.00",,
01-Jul-22,Meghalaya,4-Wheelers,2,1053,"₹ 1,57,95,00,000.00",,
01-Jul-22,Odisha,4-Wheelers,29,5336,"₹ 8,00,40,00,000.00",,
01-Jul-22,Puducherry,4-Wheelers,5,681,"₹ 1,02,15,00,000.00",,
01-Jul-22,Punjab,4-Wheelers,7,9415,"₹ 14,12,25,00,000.00",,
01-Jul-22,Rajasthan,4-Wheelers,102,12817,"₹ 19,22,55,00,000.00",,
01-Jul-22,Tamil Nadu,4-Wheelers,176,17830,"₹ 26,74,50,00,000.00",,
01-Jul-22,Uttar Pradesh,4-Wheelers,19,27276,"₹ 40,91,40,00,000.00",,
01-Jul-22,Uttarakhand,4-Wheelers,34,3820,"₹ 5,73,00,00,000.00",,
01-Jul-22,West Bengal,4-Wheelers,93,8312,"₹ 12,46,80,00,000.00",,
01-Aug-22,Andhra Pradesh,4-Wheelers,64,7491,"₹ 11,23,65,00,000.00",,
01-Aug-22,Assam,4-Wheelers,10,6733,"₹ 10,09,95,00,000.00",,
01-Aug-22,Bihar,4-Wheelers,15,5012,"₹ 7,51,80,00,000.00",,
01-Aug-22,Chandigarh,4-Wheelers,19,1903,"₹ 2,85,45,00,000.00",,
01-Aug-22,Chhattisgarh,4-Wheelers,35,3974,"₹ 5,96,10,00,000.00",,
01-Aug-22,Delhi,4-Wheelers,443,16315,"₹ 24,47,25,00,000.00",,
01-Aug-22,Goa,4-Wheelers,44,2364,"₹ 3,54,60,00,000.00",,
01-Aug-22,Gujarat,4-Wheelers,230,23571,"₹ 35,35,65,00,000.00",,
